farm_id,cycle_id,cumulative_stress,peak_stress,low_do_days,high_pathogen_days,management_quality,stocking_intensity,survival_rate,growth_index,harvest_health,severe_event
FARM_03,FARM_03_C016,0.20060720037135615,0.640657358659166,18,4,0.4499999999999999,1.040909090909091,0.7664587321804998,0.8681423762003434,0.8050985169080402,0
FARM_03,FARM_03_C017,0.21823177807382757,0.7383815310853743,18,3,0.4499999999999999,1.040909090909091,0.7350860763047967,0.8470785737341444,0.7776432253279488,1
FARM_03,FARM_03_C018,0.21728841338328347,0.5927958618621897,16,3,0.4499999999999999,1.040909090909091,0.7662363475846762,0.8148196674514067,0.7846980091340338,1
FARM_03,FARM_03_C019,0.21027985263313656,0.6464564476800242,17,4,0.4499999999999999,1.040909090909091,0.7452878819906885,0.8957439704157806,0.8024611955922235,0
FARM_03,FARM_03_C020,0.21660025444093853,0.6746473029878381,16,1,0.4499999999999999,1.040909090909091,0.791617639666597,0.8605803740897613,0.8178234787473995,0
FARM_03,FARM_03_C021,0.2368644251985348,0.7566452967725084,25,2,0.4499999999999999,1.040909090909091,0.7030341593500788,0.7951644267781688,0.738043660972753,1
FARM_03,FARM_03_C022,0.24509090379497034,0.6955109130265075,22,4,0.4499999999999999,1.040909090909091,0.7518123834475864,0.8432075730261693,0.7865425554874479,0
FARM_03,FARM_03_C023,0.2560956953608644,0.8430533562544849,29,3,0.4499999999999999,1.040909090909091,0.6559242103590237,0.791755487618711,0.7075400957177049,1
FARM_03,FARM_03_C024,0.24413159608754906,0.847057544426427,25,3,0.4499999999999999,1.040909090909091,0.7998947153307815,0.8472215897184977,0.8178789275981136,0
FARM_03,FARM_03_C025,0.24337643404943032,0.7659715954135109,20,3,0.4499999999999999,1.040909090909091,0.6976432937657401,0.833302246338402,0.7491936957433516,1
FARM_03,FARM_03_C026,0.24750951910976304,0.8095083711803558,22,8,0.4499999999999999,1.040909090909091,0.7017107525204775,0.8433694609442489,0.7555410617215107,1
FARM_03,FARM_03_C027,0.23319213223801735,0.7717668762369274,17,5,0.4499999999999999,1.040909090909091,0.7520354948832817,0.8404695174538996,0.7856404234601164,1
FARM_03,FARM_03_C028,0.2188012428335196,0.5607153720882053,12,4,0.4499999999999999,1.040909090909091,0.7866817908082535,0.8436253034966681,0.808320325629851,0
FARM_03,FARM_03_C029,0.24381300740110667,0.7056418114555595,16,7,0.4499999999999999,1.040909090909091,0.7018525969730266,0.8486040061675578,0.7576181324669484,1
FARM_03,FARM_03_C030,0.2208281711809938,0.7024699192200465,10,6,0.4499999999999999,1.040909090909091,0.7501686447088952,0.8552444229370479,0.7900974404355933,0
FARM_03,FARM_03_C031,0.19769605502358506,0.6184747170289878,7,9,0.4499999999999999,1.040909090909091,0.7712028870099806,0.8700253800508267,0.8087554343655021,0
FARM_03,FARM_03_C032,0.19566702373474482,0.5993027335178058,12,3,0.4499999999999999,1.040909090909091,0.8016330726014961,0.8842062920101136,0.8330108959767707,0
FARM_03,FARM_03_C033,0.20657292971045577,0.7182241592909522,11,7,0.4499999999999999,1.040909090909091,0.7217887198787164,0.8422035094987788,0.7675463399343401,1
FARM_03,FARM_03_C034,0.19198044545283066,0.6384023854670593,7,3,0.4499999999999999,1.040909090909091,0.720378560560539,0.86824096079334,0.7765662726490034,1
FARM_03,FARM_03_C035,0.19542583513045161,0.6017701127320986,11,2,0.4499999999999999,1.040909090909091,0.7900178497738571,0.8085550530287307,0.7970619870107091,0
FARM_03,FARM_03_C036,0.19659722081845915,0.680805731722279,8,8,0.4499999999999999,1.040909090909091,0.8084649256134524,0.8716070910925486,0.8324589484955089,0
FARM_03,FARM_03_C037,0.21547082965415115,0.6332458244130188,14,3,0.4499999999999999,1.040909090909091,0.732266820784288,0.8201063658911986,0.765645847924914,1
FARM_03,FARM_03_C038,0.21214622933427618,0.7091364575548981,15,6,0.4499999999999999,1.040909090909091,0.7653130548747381,0.8843046251622126,0.8105298515839785,0
FARM_03,FARM_03_C039,0.2110693690150339,0.6378358592331512,15,5,0.4499999999999999,1.040909090909091,0.8261922190583159,0.9150883931845817,0.859972765226297,0
FARM_03,FARM_03_C040,0.21682144963972777,0.74255371324287,20,4,0.4499999999999999,1.040909090909091,0.8203426903799353,0.8614420343503232,0.8359604410886827,0
FARM_03,FARM_03_C041,0.21654339026319083,0.7372927180121305,18,8,0.4499999999999999,1.040909090909091,0.8015625600248619,0.851820690736539,0.8206606496952992,0
FARM_03,FARM_03_C042,0.24136167855264082,0.6803721094495543,24,7,0.4499999999999999,1.040909090909091,0.7270681527429594,0.7955962023302725,0.7531088115861384,1
FARM_03,FARM_03_C043,0.2229070017078482,0.6418057518733373,19,3,0.4499999999999999,1.040909090909091,0.7516252674638172,0.8295733897390679,0.7812455539284124,1
FARM_03,FARM_03_C044,0.2347295288306755,0.7931959296939182,20,4,0.4499999999999999,1.040909090909091,0.7139364104380347,0.8496947404995954,0.7655245758614277,1
FARM_03,FARM_03_C045,0.25398980922838027,0.7108519499902383,30,4,0.4499999999999999,1.040909090909091,0.7209728122148479,0.826889523488951,0.7612211624990071,1
FARM_03,FARM_03_C046,0.2357470781944163,0.6092817465367485,19,2,0.4499999999999999,1.040909090909091,0.7549932937692964,0.8530767019177354,0.7922649888657032,0
FARM_03,FARM_03_C047,0.24810361583085652,0.7473180644438547,24,6,0.4499999999999999,1.040909090909091,0.7543309897105134,0.819217817993882,0.7789879844581935,1
FARM_03,FARM_03_C048,0.20523814361111486,0.5639900852920826,13,0,0.4499999999999999,1.040909090909091,0.8247975467698178,0.9090473218814831,0.8568124613122506,0
FARM_03,FARM_03_C049,0.22197958730338854,0.578074657902188,10,3,0.4499999999999999,1.040909090909091,0.7606488734552824,0.8779766792875335,0.8052334396715379,0
FARM_03,FARM_03_C050,0.21159795998739553,0.6527545754794272,13,1,0.4499999999999999,1.040909090909091,0.7154067923663943,0.8434674128690793,0.7640698281574145,1
FARM_03,FARM_03_C051,0.20712227169809674,0.597341930285872,5,1,0.4499999999999999,1.040909090909091,0.8638130081625157,0.8552737442660108,0.8605680878818438,0
FARM_03,FARM_03_C052,0.20973073144276103,0.6049979624679178,11,3,0.4499999999999999,1.040909090909091,0.7958122454400411,0.8908764728446372,0.8319366518537876,0
FARM_03,FARM_03_C053,0.19766530497899235,0.656575199451999,9,2,0.4499999999999999,1.040909090909091,0.7840425310742158,0.8879467291916783,0.8235261263588516,0
FARM_03,FARM_03_C054,0.20003445777209758,0.593008588336734,8,3,0.4499999999999999,1.040909090909091,0.7221807681657925,0.8692916074000305,0.7780828870748029,1
FARM_03,FARM_03_C055,0.19885066527742262,0.6340616989870065,9,5,0.4499999999999999,1.040909090909091,0.8094485742893266,0.839470371790424,0.8208568573397437,0
FARM_03,FARM_03_C056,0.2024870359995074,0.6841967123708975,9,3,0.4499999999999999,1.040909090909091,0.7857892388139677,0.8473893499921235,0.8091972810616669,0
FARM_03,FARM_03_C057,0.18648500737427484,0.5399813350424766,7,2,0.4499999999999999,1.040909090909091,0.7656987389935871,0.8724411695858271,0.8062608626186383,0
FARM_03,FARM_03_C058,0.2136168563036437,0.635800454048811,13,7,0.4499999999999999,1.040909090909091,0.8066534445530965,0.8590864950408039,0.8265780037384254,0
FARM_03,FARM_03_C059,0.1894782087386089,0.6223616629596121,13,3,0.4499999999999999,1.040909090909091,0.7906606301875124,0.8351561450497843,0.8075689258351757,0
FARM_03,FARM_03_C060,0.1918941856117381,0.7185723966469657,11,4,0.4499999999999999,1.040909090909091,0.7517415259530094,0.8052213340204792,0.7720638530186479,1
FARM_03,FARM_03_C061,0.21184333167264308,0.6977095989441879,15,3,0.4499999999999999,1.040909090909091,0.7710837595899848,0.8106416016923836,0.7861157395888962,1
FARM_03,FARM_03_C062,0.20986503229357595,0.7085046913294955,21,8,0.4499999999999999,1.040909090909091,0.8203149183227879,0.8789700033381217,0.8426038506286146,0
FARM_03,FARM_03_C063,0.22655033482249123,0.6613316572229222,18,8,0.4499999999999999,1.040909090909091,0.8223722344731796,0.8023596584029522,0.8147674555664932,0
FARM_03,FARM_03_C064,0.23954050915789976,0.7319462970355745,24,8,0.4499999999999999,1.040909090909091,0.7399682525794822,0.7808992328649582,0.7555220250879631,1
FARM_03,FARM_03_C065,0.21917592648985595,0.5544432085081816,21,3,0.4499999999999999,1.040909090909091,0.7188528121179578,0.8345282703965123,0.7628094862638086,1
FARM_03,FARM_03_C066,0.24744339828451647,0.7963622536955324,25,2,0.4499999999999999,1.040909090909091,0.6835119682642484,0.7889013474154665,0.7235599323417112,1
FARM_03,FARM_03_C067,0.24510934384343294,0.7318135390234195,24,5,0.4499999999999999,1.040909090909091,0.7008928085446753,0.8098975937091668,0.7423146269071821,1
FARM_03,FARM_03_C068,0.23718452788661482,0.8201903486189669,15,4,0.4499999999999999,1.040909090909091,0.7474424354250458,0.8288182592871728,0.7783652484926541,1
FARM_03,FARM_03_C069,0.23521850787008816,0.7363260629672228,21,3,0.4499999999999999,1.040909090909091,0.8392897885163175,0.8251037731263692,0.8338991026681372,0
FARM_03,FARM_03_C070,0.229202777996341,0.6813219388465611,16,8,0.4499999999999999,1.040909090909091,0.7345150741917906,0.856163061795319,0.7807413094811314,1
FARM_03,FARM_03_C071,0.22823722088367387,0.7769332032688201,14,3,0.4499999999999999,1.040909090909091,0.7585787290728994,0.8356661039007416,0.7878719315074794,0
FARM_03,FARM_03_C072,0.23333147515585181,0.6318802708510702,19,8,0.4499999999999999,1.040909090909091,0.7751135754176187,0.832990779895168,0.7971069131190874,0
FARM_03,FARM_03_C073,0.21559097641987657,0.826528491969301,14,8,0.4499999999999999,1.040909090909091,0.7231579463590915,0.8531426470150802,0.7725521326083672,1
FARM_03,FARM_03_C074,0.20162413740640409,0.6493319360312211,14,5,0.4499999999999999,1.040909090909091,0.8430411458585209,0.8544696193793759,0.8473839657964458,0
FARM_03,FARM_03_C075,0.21363702271804355,0.6041644309992578,12,2,0.4499999999999999,1.040909090909091,0.7281550541355873,0.8165067735553039,0.7617287075150796,1
FARM_03,FARM_03_C076,0.21542516635330564,0.6395929916741232,17,4,0.4499999999999999,1.040909090909091,0.7505050306373565,0.7977961362270332,0.7684756507614336,1
FARM_03,FARM_03_C077,0.20052434182719392,0.7312249803450851,9,3,0.4499999999999999,1.040909090909091,0.7984703375212822,0.8410359516756242,0.8146452708999321,0
FARM_03,FARM_03_C078,0.20451204698635833,0.6139446692513693,17,2,0.4499999999999999,1.040909090909091,0.8219731679633465,0.8911272927882616,0.8482517353968142,0
FARM_03,FARM_03_C079,0.19896967895932377,0.7742676706285817,8,5,0.4499999999999999,1.040909090909091,0.8197094355943686,0.9102094293377764,0.8540994332168637,0
FARM_03,FARM_03_C080,0.19842718968851084,0.7108077823870548,9,8,0.4499999999999999,1.040909090909091,0.8143265385889338,0.8285772700112232,0.8197418165294037,0
FARM_04,FARM_04_C001,0.2288888568005303,0.6621077627281802,20,5,0.5,0.9863636363636364,0.8329039340287936,0.8561761573431399,0.8417473788882452,0
FARM_04,FARM_04_C002,0.23421304825854306,0.6888476724886599,19,4,0.5,0.9863636363636364,0.729360430286135,0.8266616295163618,0.7663348859936212,1
FARM_04,FARM_04_C003,0.24188303789454105,0.694184048309805,23,4,0.5,0.9863636363636364,0.7579025281329422,0.8598182852339837,0.796630515831338,0
FARM_04,FARM_04_C004,0.2232383044541898,0.5587669976614382,14,4,0.5,0.9863636363636364,0.7719547564449398,0.8768873499141842,0.8118291419632526,0
FARM_04,FARM_04_C005,0.210415337538528,0.7746845511276431,10,1,0.5,0.9863636363636364,0.788412703435908,0.8687213869279007,0.8189300031628652,0
FARM_04,FARM_04_C006,0.22080808877280575,0.6963007634728103,15,4,0.5,0.9863636363636364,0.7234496822008847,0.8860705911519188,0.7852456276022777,1
FARM_04,FARM_04_C007,0.2063820551633898,0.6963926638627254,10,3,0.5,0.9863636363636364,0.757321421434494,0.8263027381196573,0.783534321774856,1
FARM_04,FARM_04_C008,0.20097283245370387,0.5816005273665399,11,2,0.5,0.9863636363636364,0.7037576217735492,0.8253958900278417,0.7499801637101804,1
FARM_04,FARM_04_C009,0.19243871953557798,0.7203966989371423,9,4,0.5,0.9863636363636364,0.7704236133308392,0.8266373168657614,0.7917848206741096,0
FARM_04,FARM_04_C010,0.1828160265143103,0.6412241092994896,3,2,0.5,0.9863636363636364,0.8078664594141757,0.823389090021978,0.8137650590451405,0
FARM_04,FARM_04_C011,0.18525426711365817,0.5813312536901857,8,4,0.5,0.9863636363636364,0.7714673008800957,0.8866638403303907,0.8152419858712079,0
FARM_04,FARM_04_C012,0.1818361901101178,0.636658927152798,9,4,0.5,0.9863636363636364,0.7645280274508738,0.8637699619102676,0.8022399625454435,0
FARM_04,FARM_04_C013,0.19941952348613573,0.6781266885285658,12,4,0.5,0.9863636363636364,0.7741488554996607,0.9134094214932398,0.8270678705772208,0
FARM_04,FARM_04_C014,0.1793888621753606,0.6402372849083802,11,5,0.5,0.9863636363636364,0.8087198880888713,0.8548592235537256,0.8262528355655159,0
FARM_04,FARM_04_C015,0.17458318865003303,0.6862379027131086,9,4,0.5,0.9863636363636364,0.7673197929582609,0.90036772520706,0.8178780072128046,0
FARM_04,FARM_04_C016,0.1822056515030602,0.8091133907952621,8,7,0.5,0.9863636363636364,0.7941808095035457,0.8463820740617467,0.8140172900356621,0
FARM_04,FARM_04_C017,0.17534871461354812,0.5749658199712661,10,1,0.5,0.9863636363636364,0.8357887827503273,0.8687496981840385,0.8483139306151375,0
FARM_04,FARM_04_C018,0.182284811039326,0.637426348077309,12,4,0.5,0.9863636363636364,0.8372696918070152,0.8610637113600935,0.846311419237185,0
FARM_04,FARM_04_C019,0.19048062429070384,0.6522687136113527,11,1,0.5,0.9863636363636364,0.8001334223084903,0.8791194681934198,0.8301481197447635,0
FARM_04,FARM_04_C020,0.21038783006814812,0.6409580490800488,18,5,0.5,0.9863636363636364,0.725458172001458,0.8872763043359068,0.7869490622885486,0
FARM_04,FARM_04_C021,0.22409858944003355,0.6518095474601138,24,3,0.5,0.9863636363636364,0.79650156895828,0.8714100004740173,0.8249667729342601,0
FARM_04,FARM_04_C022,0.23533315608789723,0.714010196705961,18,8,0.5,0.9863636363636364,0.7209991899323837,0.8360697769510482,0.7647260129994762,1
FARM_04,FARM_04_C023,0.21819293444610818,0.7321216281582296,18,7,0.5,0.9863636363636364,0.7179988362380334,0.859220111248774,0.7716629207421148,1
FARM_04,FARM_04_C024,0.23055349234617903,0.7260664545384068,24,8,0.5,0.9863636363636364,0.7261267813325082,0.830179956706551,0.7656669879746445,1
FARM_04,FARM_04_C025,0.23621264442960488,0.6662501150844646,21,4,0.5,0.9863636363636364,0.7305364038091335,0.8143433123308371,0.762383029047381,1
FARM_04,FARM_04_C026,0.22206935646204762,0.6272723193107532,18,0,0.5,0.9863636363636364,0.7566369978014671,0.8881971640995817,0.8066298609947506,0
FARM_04,FARM_04_C027,0.2086776306201929,0.6301932797108222,13,4,0.5,0.9863636363636364,0.7209460310202827,0.8546648983384477,0.7717592006011854,1
FARM_04,FARM_04_C028,0.21291488215754403,0.6788917116196779,15,3,0.5,0.9863636363636364,0.7169912730575826,0.8739016904123866,0.7766172316524081,1
FARM_04,FARM_04_C029,0.20599231699749318,0.5304349112712909,7,2,0.5,0.9863636363636364,0.7821288737427867,0.8370341751804156,0.8029928882890858,0
FARM_04,FARM_04_C030,0.19786351755276613,0.6729853386856143,12,3,0.5,0.9863636363636364,0.751434583357215,0.864283830491207,0.794317297268132,0
FARM_04,FARM_04_C031,0.204195802934963,0.7183220970584268,13,7,0.5,0.9863636363636364,0.7961066967708731,0.8947949331515292,0.8336082265955225,0
FARM_04,FARM_04_C032,0.18160659721399186,0.646027428439979,8,7,0.5,0.9863636363636364,0.7717763332593925,0.9138593995406588,0.8257678984462737,0
FARM_04,FARM_04_C033,0.16278851675475137,0.5661889811372043,6,3,0.5,0.9863636363636364,0.7931960096864618,0.8900294465397018,0.829992715690693,0
FARM_04,FARM_04_C034,0.18823066413036066,0.7213458898618922,7,5,0.5,0.9863636363636364,0.8149985443719729,0.8366659208210521,0.823232147422623,0
FARM_04,FARM_04_C035,0.1818408836330218,0.618070851607682,8,4,0.5,0.9863636363636364,0.8393869346297723,0.8607125944569863,0.8474906853641136,0
FARM_04,FARM_04_C036,0.17387492298017065,0.6877733654514372,10,3,0.5,0.9863636363636364,0.7373719332612694,0.9212358246117637,0.8072402119744573,0
FARM_04,FARM_04_C037,0.19540246127884303,0.5889326932786954,11,6,0.5,0.9863636363636364,0.7626440748666288,0.8559009404850008,0.7980816838016102,0
FARM_04,FARM_04_C038,0.1982753616740466,0.668967169465593,12,1,0.5,0.9863636363636364,0.7688573046418385,0.896477414077436,0.8173529462273657,0
FARM_04,FARM_04_C039,0.19194625689193645,0.6526590257589717,13,4,0.5,0.9863636363636364,0.780732904906673,0.87925257037409,0.8181703777842915,0
FARM_04,FARM_04_C040,0.20914099302488592,0.7013342967779594,21,2,0.5,0.9863636363636364,0.7564174450938702,0.8889968590475341,0.8067976223962625,0
FARM_04,FARM_04_C041,0.21168863379341324,0.7418323950572128,16,7,0.5,0.9863636363636364,0.7199588070842676,0.8916949417044681,0.7852185382399438,1
FARM_04,FARM_04_C042,0.21863453031682,0.6798100583843073,23,4,0.5,0.9863636363636364,0.7470255016793742,0.8412626210315477,0.7828356070332001,1
FARM_04,FARM_04_C043,0.22010048351436617,0.7333828027017029,21,5,0.5,0.9863636363636364,0.7627495307501786,0.825412662987127,0.786561521000219,0
FARM_04,FARM_04_C044,0.2461066652537897,0.7712668749022165,23,3,0.5,0.9863636363636364,0.7252491912514846,0.7917310804222393,0.7505123091363713,1
FARM_04,FARM_04_C045,0.21869671013111955,0.5911535242592467,18,0,0.5,0.9863636363636364,0.7691819114483882,0.8699627569416312,0.8074786327358205,0
FARM_04,FARM_04_C046,0.21339738926165167,0.7331799317633393,17,6,0.5,0.9863636363636364,0.809516873899961,0.8653652351479628,0.8307392511742017,0
FARM_04,FARM_04_C047,0.22975772727406857,0.6441168502027818,22,1,0.5,0.9863636363636364,0.770817316395847,0.8766320672629625,0.811026921725351,0
FARM_04,FARM_04_C048,0.20826176907032581,0.5543260848356075,13,1,0.5,0.9863636363636364,0.7785949339494257,0.8579427309278435,0.8087470968012245,0
FARM_04,FARM_04_C049,0.20921864403911547,0.5813503208261511,13,2,0.5,0.9863636363636364,0.7962810838156842,0.8764761950827687,0.8267552260971763,0
FARM_04,FARM_04_C050,0.1987777671796633,0.6410416200451399,11,4,0.5,0.9863636363636364,0.746156339263647,0.8314483689862411,0.7785673105582327,1
FARM_04,FARM_04_C051,0.1935670450851802,0.6125685233751091,10,4,0.5,0.9863636363636364,0.764577752794952,0.8714269329307519,0.805180441246556,0
FARM_04,FARM_04_C052,0.19618884183305205,0.6173945946037996,8,4,0.5,0.9863636363636364,0.8414248539778741,0.8712066551424762,0.8527419384204229,0
FARM_04,FARM_04_C053,0.19230521361312514,0.6760884484880526,9,3,0.5,0.9863636363636364,0.7908248184933244,0.8755816114341282,0.8230323998108298,0
FARM_04,FARM_04_C054,0.18597961767849833,0.6391957810653602,8,3,0.5,0.9863636363636364,0.7901417165137579,0.8879791499305203,0.8273199412121276,0
FARM_04,FARM_04_C055,0.1705350399784637,0.6643801803426556,6,1,0.5,0.9863636363636364,0.787573772280168,0.8291566385749742,0.8033752614721943,0
FARM_04,FARM_04_C056,0.18110812390269176,0.6415377004225622,10,3,0.5,0.9863636363636364,0.7341757983872952,0.8461816284474739,0.7767380138101632,1
FARM_04,FARM_04_C057,0.16864208301876357,0.5419375572148923,7,2,0.5,0.9863636363636364,0.7964270744478609,0.8729717085278281,0.8255140353982484,0
FARM_04,FARM_04_C058,0.18055973731691052,0.6477419389268708,8,3,0.5,0.9863636363636364,0.7987658472730464,0.8569254966587163,0.820866514039601,0
FARM_04,FARM_04_C059,0.1943363324745086,0.7515146406629342,14,3,0.5,0.9863636363636364,0.7193124957760795,0.8666161704236255,0.775287892142147,1
FARM_04,FARM_04_C060,0.17990473278812258,0.7127997704018044,6,2,0.5,0.9863636363636364,0.7443456437563644,0.8736025982147687,0.793463286450558,0
FARM_04,FARM_04_C061,0.19637398152212196,0.6563213976867339,13,2,0.5,0.9863636363636364,0.7821807873009095,0.8383184513486486,0.8035130996390503,0
FARM_04,FARM_04_C062,0.19270024912669886,0.6255396765679417,14,5,0.5,0.9863636363636364,0.8116494980462264,0.9167469578639347,0.8515865327769556,0
FARM_04,FARM_04_C063,0.20525518840223764,0.6975952133215728,15,2,0.5,0.9863636363636364,0.7734014703745112,0.8711673884203912,0.8105525192319456,0
FARM_04,FARM_04_C064,0.22407315591686927,0.6346560722785604,21,4,0.5,0.9863636363636364,0.7483162229750843,0.8451397442899381,0.7851091610747287,1
FARM_04,FARM_04_C065,0.22842220934587334,0.7793668275571894,18,4,0.5,0.9863636363636364,0.6800925455096498,0.8195830206373136,0.733098926058162,1
FARM_04,FARM_04_C066,0.2519625147025582,0.6720772785085845,30,5,0.5,0.9863636363636364,0.7399531860794266,0.8119823130828899,0.7673242543407427,1
FARM_04,FARM_04_C067,0.23573910377098303,0.7135653936214692,28,4,0.5,0.9863636363636364,0.7591767967085398,0.8251735015839048,0.7842555445611785,1
FARM_04,FARM_04_C068,0.22982009189240835,0.6032474225287928,22,1,0.5,0.9863636363636364,0.7711289073625833,0.8719423516952489,0.8094380162089962,0
FARM_04,FARM_04_C069,0.2381360679030604,0.7126655806895235,20,4,0.5,0.9863636363636364,0.8005420256393966,0.8359263151196953,0.8139880556419101,0
FARM_04,FARM_04_C070,0.21631326949558496,0.6519253290779539,16,4,0.5,0.9863636363636364,0.7921777612245803,0.8558739312013603,0.8163823058157567,0
FARM_04,FARM_04_C071,0.1995437016000196,0.5922443693440301,14,2,0.5,0.9863636363636364,0.7984405267840685,0.8336594560373776,0.811823719900326,0
FARM_04,FARM_04_C072,0.19576944578063518,0.604827905712457,15,2,0.5,0.9863636363636364,0.7985152783814568,0.9187773830293591,0.8442148781476597,0
FARM_04,FARM_04_C073,0.19442627965525452,0.7409094621355528,11,4,0.5,0.9863636363636364,0.6877629180964142,0.9268857093428362,0.7786295787700546,1
FARM_04,FARM_04_C074,0.18754358789513376,0.6736252749353413,5,2,0.5,0.9863636363636364,0.8082204056687364,0.8753677001899326,0.833736377586791,0
FARM_04,FARM_04_C075,0.17426589950689914,0.5443866359038958,2,2,0.5,0.9863636363636364,0.7772639140310823,0.863203773983543,0.8099210608130174,0
FARM_04,FARM_04_C076,0.1784877645003577,0.6158173861936797,8,2,0.5,0.9863636363636364,0.8335298387683829,0.896228228184741,0.857355226746599,0
FARM_04,FARM_04_C077,0.18814539929397103,0.5734797195011947,8,6,0.5,0.9863636363636364,0.8139443768487951,0.8366358257470883,0.8225671274301465,0
FARM_04,FARM_04_C078,0.16396129465457662,0.5446708870726952,3,1,0.5,0.9863636363636364,0.8246271682702675,0.9072711441599486,0.8560318791083463,0
FARM_04,FARM_04_C079,0.17040140518819408,0.5859353481676689,9,1,0.5,0.9863636363636364,0.8427971261813858,0.8622980395431511,0.8502074732588566,0
FARM_04,FARM_04_C080,0.19546313057335896,0.7677810854586764,13,5,0.5,0.9863636363636364,0.7467798364136913,0.817782258498664,0.773760756805981,1
FARM_05,FARM_05_C001,0.20768446446355512,0.6480619609560285,18,0,0.55,0.9318181818181818,0.748159737065714,0.8752637708382164,0.796459269899265,0
FARM_05,FARM_05_C002,0.20129457848810606,0.6769379960241322,18,1,0.55,0.9318181818181818,0.7661320542294037,0.8530463149824188,0.7991594733155494,0
FARM_05,FARM_05_C003,0.21866960770286653,0.6270290012244422,17,0,0.55,0.9318181818181818,0.775550604939117,0.8639739321250449,0.8091514692697697,0
FARM_05,FARM_05_C004,0.2173858762883817,0.6295838315166364,19,5,0.55,0.9318181818181818,0.8057793495864005,0.8482748054173276,0.8219276228021528,0
FARM_05,FARM_05_C005,0.20813705236929564,0.7203457443524919,18,5,0.55,0.9318181818181818,0.7343835962191798,0.8410062031125333,0.774900186838654,1
FARM_05,FARM_05_C006,0.18868538448781763,0.621396150777423,11,2,0.55,0.9318181818181818,0.7768105115541459,0.8860830055704004,0.8183340592803227,0
FARM_05,FARM_05_C007,0.18918326788164103,0.6438395235308129,10,1,0.55,0.9318181818181818,0.7833407883442853,0.8577685216482924,0.811623326999808,0
FARM_05,FARM_05_C008,0.17721553357769138,0.6011278021249303,5,3,0.55,0.9318181818181818,0.8126773948236682,0.9081637260917262,0.8489622007055302,0
FARM_05,FARM_05_C009,0.1809064794783186,0.7497335563362406,4,6,0.55,0.9318181818181818,0.7806376727268562,0.9102596890092545,0.8298940389141676,0
FARM_05,FARM_05_C010,0.174887926116264,0.5937348296557756,7,0,0.55,0.9318181818181818,0.8007516306833012,0.8445643178828244,0.81740045181912,0
FARM_05,FARM_05_C011,0.1767403995047401,0.6788245862231091,6,4,0.55,0.9318181818181818,0.7584727658055015,0.9254683885289019,0.8219311024403937,0
FARM_05,FARM_05_C012,0.16217046972218918,0.7258843339323762,4,1,0.55,0.9318181818181818,0.8124282966959956,0.9101347832663377,0.8495567615927255,0
FARM_05,FARM_05_C013,0.15716790760995192,0.5732788255120338,6,3,0.55,0.9318181818181818,0.8035371270632761,0.8935595563530597,0.8377456501933939,0
FARM_05,FARM_05_C014,0.17033116513762234,0.5783119237739516,7,1,0.55,0.9318181818181818,0.8293369373892955,0.8941363806113344,0.8539607258136703,0
FARM_05,FARM_05_C015,0.17028084162822263,0.6511623323646306,10,3,0.55,0.9318181818181818,0.744487474811391,0.8565712386886225,0.7870793050847389,0
FARM_05,FARM_05_C016,0.1724826223844888,0.5401300296187549,5,2,0.55,0.9318181818181818,0.8116013548303626,0.8832678107543535,0.838834608081479,0
FARM_05,FARM_05_C017,0.19186865286214325,0.7003777873457475,12,3,0.55,0.9318181818181818,0.7461548961306231,0.9195965165213368,0.8120627118790944,0
FARM_05,FARM_05_C018,0.17668668866889253,0.7453624887186543,11,3,0.55,0.9318181818181818,0.7763531659733637,0.8989616908819662,0.8229444054386327,0
FARM_05,FARM_05_C019,0.17600468148148588,0.6519627568231262,9,1,0.55,0.9318181818181818,0.8301283517986076,0.8605147137103919,0.8416751693250856,0
FARM_05,FARM_05_C020,0.18435433742051596,0.5544517755461605,13,1,0.55,0.9318181818181818,0.8247142208529272,0.8802779484179213,0.845828437327625,0
FARM_05,FARM_05_C021,0.18996744751716627,0.8469953445777525,15,3,0.55,0.9318181818181818,0.7809324272168844,0.8986870346674478,0.8256791780480985,0
FARM_05,FARM_05_C022,0.20559059937582339,0.6201381343556495,12,3,0.55,0.9318181818181818,0.7698776812064384,0.8539658397877624,0.8018311814673416,0
FARM_05,FARM_05_C023,0.2063969575601442,0.6516883664389825,16,0,0.55,0.9318181818181818,0.7961248173220346,0.8481681322010408,0.815901276976057,0
FARM_05,FARM_05_C024,0.21848653925394615,0.6049430928329981,17,3,0.55,0.9318181818181818,0.8225281202756507,0.8385659741141649,0.8286225047342861,0
FARM_05,FARM_05_C025,0.22008281007157882,0.7140474945297723,19,5,0.55,0.9318181818181818,0.7741060181107413,0.8686366140647466,0.8100276445732633,0
FARM_05,FARM_05_C026,0.21533008694130146,0.5936090390129033,22,1,0.55,0.9318181818181818,0.7185903491217466,0.8870614525063444,0.7826093684078937,1
FARM_05,FARM_05_C027,0.20008165976910336,0.5906909107910073,9,3,0.55,0.9318181818181818,0.8221597723172218,0.8640873771270893,0.8380922621449713,0
FARM_05,FARM_05_C028,0.2011855764887795,0.5468268136690514,11,1,0.55,0.9318181818181818,0.7839213540420574,0.8554760364393897,0.8111121333530437,0
FARM_05,FARM_05_C029,0.1725181064329308,0.44445588214748133,4,1,0.55,0.9318181818181818,0.7712292603762606,0.901940774460162,0.8208996357281431,0
